,series_id,name,iso,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,INTL.26-4-GIB-BCF.A,"Dry natural gas exports, Gibraltar, Annual",GIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-GIN-BCF.A,"Dry natural gas exports, Guinea, Annual",GIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-GLP-BCF.A,"Dry natural gas exports, Guadeloupe, Annual",GLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-GMB-BCF.A,"Dry natural gas exports, Gambia, The, Annual",GMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-GNB-BCF.A,"Dry natural gas exports, Guinea-Bissau, Annual",GNB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-PHL-BCF.A,"Dry natural gas exports, Philippines, Annual",PHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ISL-BCF.A,"Dry natural gas exports, Iceland, Annual",ISL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ISR-BCF.A,"Dry natural gas exports, Israel, Annual",ISR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ITA-BCF.A,"Dry natural gas exports, Italy, Annual",ITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1.2,1.2,1.3,1.5,1.5,1.7,1.8,1.8,2.2,1.8,13,14,14,13,2.4,7.4,4.4,5,4.4,4.9,8.1,8.4,7.8,7.5,9.6,14,11,11,
0,INTL.26-4-JAM-BCF.A,"Dry natural gas exports, Jamaica, Annual",JAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-JOR-BCF.A,"Dry natural gas exports, Jordan, Annual",JOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,13,13,,
0,INTL.26-4-JPN-BCF.A,"Dry natural gas exports, Japan, Annual",JPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,(s),,
0,INTL.26-4-KAZ-BCF.A,"Dry natural gas exports, Kazakhstan, Annual",KAZ,--,--,--,--,--,--,--,--,--,--,--,--,258,240,85,85,85,78,81,71,120,145,226,240,247,176,283,23,28,334,411,397,390,403,419,434,461,452,570,580,,
0,INTL.26-4-PNG-BCF.A,"Dry natural gas exports, Papua New Guinea, Annual",PNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,343,385,392,349,401,415,
0,INTL.26-4-POL-BCF.A,"Dry natural gas exports, Poland, Annual",POL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.1,0.6,0.9,1.1,1.5,1.4,1.4,1.4,1.4,1.4,1.5,1.7,1.7,1.6,1.6,1.6,1.4,1.4,1.6,1,0.1,3.3,2.7,2,31,44,24,25,,
0,INTL.26-4-PRI-BCF.A,"Dry natural gas exports, Puerto Rico, Annual",PRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-PRK-BCF.A,"Dry natural gas exports, North Korea, Annual",PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-PRT-BCF.A,"Dry natural gas exports, Portugal, Annual",PRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-PRY-BCF.A,"Dry natural gas exports, Paraguay, Annual",PRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-PSE-BCF.A,"Dry natural gas exports, Palestinian Territories, Annual",PSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-PYF-BCF.A,"Dry natural gas exports, French Polynesia, Annual",PYF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-QAT-BCF.A,"Dry natural gas exports, Qatar, Annual",QAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,101,169,286,496,584,649,678,853,957,1098,1536,2005,2408,3351,4230,4239,4331,4200,4375,4509,4466,4420,4476,,
0,INTL.26-4-REU-BCF.A,"Dry natural gas exports, Reunion, Annual",REU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ROU-BCF.A,"Dry natural gas exports, Romania, Annual",ROU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.9,0.4,,
0,INTL.26-4-DZA-BCF.A,"Dry natural gas exports, Algeria, Annual",DZA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083,1158,1241,1247,1116,1310,1432,1721,1868,2123,2214,2065,2078,2125,2150,2305,2175,2061,2078,1860,1970,1762,1787,1649,1568,1529,1897,1898,1807,1507,,
0,INTL.26-4-ECU-BCF.A,"Dry natural gas exports, Ecuador, Annual",ECU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-EGY-BCF.A,"Dry natural gas exports, Egypt, Annual",EGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,293,597,560,598,647,535,372,267,175,25,0,1.6,42,74,177,,
0,INTL.26-4-ERI-BCF.A,"Dry natural gas exports, Eritrea, Annual",ERI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ESH-BCF.A,"Dry natural gas exports, Western Sahara, Annual",ESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ESP-BCF.A,"Dry natural gas exports, Spain, Annual",ESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,36,41,60,99,206,290,178,141,102,115,40,42,
0,INTL.26-4-EST-BCF.A,"Dry natural gas exports, Estonia, Annual",EST,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ETH-BCF.A,"Dry natural gas exports, Ethiopia, Annual",ETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-FIN-BCF.A,"Dry natural gas exports, Finland, Annual",FIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(s),0,0,0,0.1,0.6,2.5,6.4,
0,INTL.26-4-FJI-BCF.A,"Dry natural gas exports, Fiji, Annual",FJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MNP-BCF.A,"Dry natural gas exports, Northern Mariana Islands, Annual",MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CHN-BCF.A,"Dry natural gas exports, China, Annual",CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,16,17,19,20,66,104,97,107,95,96,91,68,89,108,106,95,119,113,142,113,102,97,91,113,118,123,117,125,,
0,INTL.26-4-CIV-BCF.A,"Dry natural gas exports, Côte d’Ivoire, Annual",CIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CMR-BCF.A,"Dry natural gas exports, Cameroon, Annual",CMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,57,,
0,INTL.26-4-COD-BCF.A,"Dry natural gas exports, Congo-Kinshasa, Annual",COD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-COG-BCF.A,"Dry natural gas exports, Congo-Brazzaville, Annual",COG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-COK-BCF.A,"Dry natural gas exports, Cook Islands, Annual",COK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-COL-BCF.A,"Dry natural gas exports, Colombia, Annual",COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,53,64,77,75,65,74,34,14,0,0,0,0,0,
0,INTL.26-4-COM-BCF.A,"Dry natural gas exports, Comoros, Annual",COM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CPV-BCF.A,"Dry natural gas exports, Cabo Verde, Annual",CPV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CRI-BCF.A,"Dry natural gas exports, Costa Rica, Annual",CRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MOZ-BCF.A,"Dry natural gas exports, Mozambique, Annual",MOZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,73,86,86,97,89,107,117,127,131,134,134,142,147,148,144,,
0,INTL.26-4-MRT-BCF.A,"Dry natural gas exports, Mauritania, Annual",MRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MSR-BCF.A,"Dry natural gas exports, Montserrat, Annual",MSR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MTQ-BCF.A,"Dry natural gas exports, Martinique, Annual",MTQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MUS-BCF.A,"Dry natural gas exports, Mauritius, Annual",MUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MWI-BCF.A,"Dry natural gas exports, Malawi, Annual",MWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MYS-BCF.A,"Dry natural gas exports, Malaysia, Annual",MYS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,337,384,423,441,535,667,767,755,769,780,791,758,868,1020,1051,1039,1107,1085,1087,1123,1150,1157,1248,1231,1236,1243,1350,1202,1271,1208,
0,INTL.26-4-NAM-BCF.A,"Dry natural gas exports, Namibia, Annual",NAM,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ATA-BCF.A,"Dry natural gas exports, Antarctica, Annual",ATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ATG-BCF.A,"Dry natural gas exports, Antigua and Barbuda, Annual",ATG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-AUS-BCF.A,"Dry natural gas exports, Australia, Annual",AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,168,201,234,271,324,345,338,345,357,362,344,347,376,380,509,578,688,657,740,858,958,906,1129,1116,1203,2072,2621,3201,3548,3594,
0,INTL.26-4-AUT-BCF.A,"Dry natural gas exports, Austria, Annual",AUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.6,0,0,0,0,0.6,15,19,36,53,38,92,98,70,102,175,128,225,140,89,191,245,192,184,99,,
0,INTL.26-4-AZE-BCF.A,"Dry natural gas exports, Azerbaijan, Annual",AZE,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,190,205,192,222,215,271,274,259,255,284,321,409,,
0,INTL.26-4-BDI-BCF.A,"Dry natural gas exports, Burundi, Annual",BDI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-BEL-BCF.A,"Dry natural gas exports, Belgium, Annual",BEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,126,113,140,45,33,30,60,24,26,47,139,,
0,INTL.26-4-BEN-BCF.A,"Dry natural gas exports, Benin, Annual",BEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-BFA-BCF.A,"Dry natural gas exports, Burkina Faso, Annual",BFA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-BGD-BCF.A,"Dry natural gas exports, Bangladesh, Annual",BGD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-BGR-BCF.A,"Dry natural gas exports, Bulgaria, Annual",BGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.1,0.4,0.3,(s),
0,INTL.26-4-BHR-BCF.A,"Dry natural gas exports, Bahrain, Annual",BHR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-UKR-BCF.A,"Dry natural gas exports, Ukraine, Annual",UKR,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,501,526,519,109,113,99,92,0,0,0,0,0,0,0,0,0,,
0,INTL.26-4-URY-BCF.A,"Dry natural gas exports, Uruguay, Annual",URY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-USA-BCF.A,"Dry natural gas exports, United States, Annual",USA,49,59,52,55,55,55,61,54,74,107,86,129,216,140,162,154,153,157,159,163,244,373,516,680,854,729,724,822,963,1072,1137,1506,1619,1572,1514,1784,2335,3154,3608,4658,5284,6653
0,INTL.26-4-USIQ-BCF.A,"Dry natural gas exports, U.S. Pacific Islands, Annual",USIQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-UZB-BCF.A,"Dry natural gas exports, Uzbekistan, Annual",UZB,--,--,--,--,--,--,--,--,--,--,--,--,519,501,509,346,261,283,526,540,480,632,396,360,343,406,447,519,530,537,509,424,360,477,284,267,357,332,509,469,,
0,INTL.26-4-VCT-BCF.A,"Dry natural gas exports, Saint Vincent/Grenadines, Annual",VCT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-VEN-BCF.A,"Dry natural gas exports, Venezuela, Annual",VEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-VGB-BCF.A,"Dry natural gas exports, British Virgin Islands, Annual",VGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-VIR-BCF.A,"Dry natural gas exports, U.S. Virgin Islands, Annual",VIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-VNM-BCF.A,"Dry natural gas exports, Vietnam, Annual",VNM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-VUT-BCF.A,"Dry natural gas exports, Vanuatu, Annual",VUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-WAK-BCF.A,"Dry natural gas exports, Wake Island, Annual",WAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
